Airline|Date_of_Journey|Source|Destination|Route|Dep_Time|Arrival_Time|Duration|Total_Stops|Additional_Info|Price|Month|Date|Day_of_week
AIR ASIA|2019-06-15|NEW DELHI|COCHIN|DEL ? BLR ? COK|16|07:10|865|1 STOP|NO INFO|6853|6|15|5
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|04:25|1760|2 STOPS|NO INFO|16704|5|27|0
SPICEJET|2019-05-27|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3573|5|27|0
VISTARA|2019-05-15|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|18:50|1550|1 STOP|NO INFO|9345|5|15|2
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|04:25|1375|2 STOPS|NO INFO|13014|6|15|5
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|21:00|780|1 STOP|NO INFO|13797|12|6|4
AIR INDIA|2019-03-03|BANGLORE|NEW DELHI|BLR ? HBX ? BOM ? NAG ? DEL|12|10:35|1355|3 STOPS|NO INFO|12358|3|3|6
MULTIPLE CARRIERS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|01:35|440|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|14086|9|3|1
INDIGO|2019-03-05|CHENNAI|KOLKATA|MAA ? CCU|19|21:55|140|NON-STOP|NO INFO|3597|3|5|1
JET AIRWAYS|2019-05-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|08:15|800|1 STOP|NO INFO|13731|5|24|4
JET AIRWAYS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|04:25|520|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|21|1
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|04:25|745|1 STOP|NO INFO|14714|6|6|3
VISTARA|2019-12-04|BANGLORE|NEW DELHI|BLR ? DEL|11|14:20|170|NON-STOP|NO INFO|5403|12|4|2
JET AIRWAYS|2019-06-24|BANGLORE|NEW DELHI|BLR ? DEL|6|08:45|165|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5769|6|24|0
AIR ASIA|2019-03-24|KOLKATA|BANGLORE|CCU ? BLR|10|12:55|155|NON-STOP|NO INFO|5620|3|24|6
INDIGO|2019-06-18|NEW DELHI|COCHIN|DEL ? COK|5|08:50|195|NON-STOP|NO INFO|5000|6|18|1
AIR INDIA|2019-03-21|NEW DELHI|COCHIN|DEL ? LKO ? BOM ? COK|12|19:15|1855|2 STOPS|NO INFO|10703|3|21|3
MULTIPLE CARRIERS|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|21:00|570|1 STOP|NO INFO|13727|5|18|5
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|09:20|800|1 STOP|NO INFO|14388|12|5|3
AIR INDIA|2019-06-06|KOLKATA|BANGLORE|CCU ? DEL ? COK ? BLR|10|01:20|920|2 STOPS|NO INFO|13033|6|6|3
JET AIRWAYS|2019-01-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|8|07:40|1420|1 STOP|NO INFO|22270|1|3|3
INDIGO|2019-05-27|NEW DELHI|COCHIN|DEL ? LKO ? COK|21|03:35|345|1 STOP|NO INFO|6769|5|27|0
AIR ASIA|2019-05-24|KOLKATA|BANGLORE|CCU ? IXR ? DEL ? BLR|15|23:30|500|2 STOPS|NO INFO|5192|5|24|4
JET AIRWAYS|2019-05-24|MUMBAI|HYDERABAD|BOM ? HYD|2|04:20|85|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4995|5|24|4
INDIGO|2019-01-03|CHENNAI|KOLKATA|MAA ? CCU|7|10:15|140|NON-STOP|NO INFO|8580|1|3|3
AIR INDIA|2019-06-15|NEW DELHI|COCHIN|DEL ? MAA ? COK|12|09:25|1255|1 STOP|NO INFO|7480|6|15|5
JET AIRWAYS|2019-04-27|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5198|4|27|5
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|9|19:00|560|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|10368|6|6|3
JET AIRWAYS|2019-06-05|MUMBAI|HYDERABAD|BOM ? HYD|7|08:30|85|NON-STOP|NO INFO|8040|6|5|2
JET AIRWAYS|2019-09-03|NEW DELHI|COCHIN|DEL ? ATQ ? BOM ? COK|8|04:25|1205|2 STOPS|NO INFO|18909|9|3|1
AIR INDIA|2019-01-04|KOLKATA|BANGLORE|CCU ? DEL ? AMD ? BLR|7|05:25|1345|2 STOPS|NO INFO|12849|1|4|4
AIR INDIA|2019-01-03|NEW DELHI|COCHIN|DEL ? BLR ? COK|9|08:15|1350|1 STOP|NO INFO|22798|1|3|3
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|18:15|590|1 STOP|NO INFO|14571|6|6|3
JET AIRWAYS|2019-06-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|14|08:15|1090|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|13502|6|3|0
SPICEJET|2019-03-27|CHENNAI|KOLKATA|MAA ? CCU|17|20:05|140|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3332|3|27|2
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:15|705|1 STOP|NO INFO|7354|6|6|3
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|21:00|660|1 STOP|NO INFO|8073|5|15|2
INDIGO|2019-03-21|MUMBAI|HYDERABAD|BOM ? HYD|9|10:35|85|NON-STOP|NO INFO|4049|3|21|3
JET AIRWAYS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|04:25|1570|1 STOP|NO INFO|15029|9|3|1
AIR INDIA|2019-06-24|NEW DELHI|COCHIN|DEL ? HYD ? MAA ? COK|9|09:25|1420|2 STOPS|NO INFO|10975|6|24|0
MULTIPLE CARRIERS|2019-01-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|22:30|920|1 STOP|NO INFO|7038|1|6|6
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|660|1 STOP|NO INFO|15554|9|5|3
AIR INDIA|2019-12-06|BANGLORE|NEW DELHI|BLR ? DEL|21|23:55|170|NON-STOP|NO INFO|5228|12|6|4
INDIGO|2019-01-06|NEW DELHI|COCHIN|DEL ? MAA ? COK|2|07:25|325|1 STOP|NO INFO|5636|1|6|6
AIR INDIA|2019-06-27|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|12|07:40|1180|2 STOPS|NO INFO|9653|6|27|3
JET AIRWAYS|2019-05-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|10:05|910|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8586|5|24|4
SPICEJET|2019-05-21|MUMBAI|HYDERABAD|BOM ? HYD|13|14:45|90|NON-STOP|NO INFO|2017|5|21|1
VISTARA|2019-05-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|23:25|1625|1 STOP|NO INFO|9345|5|24|4
JET AIRWAYS|2019-03-21|NEW DELHI|COCHIN|DEL ? BDQ ? BOM ? COK|10|18:50|1925|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|9270|3|21|3
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|5|19:00|810|2 STOPS|NO INFO|13292|3|6|2
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? MAA ? BOM ? COK|17|19:45|1570|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|8098|3|27|2
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? MAA ? COK|9|09:25|1420|1 STOP|NO INFO|7952|6|6|3
INDIGO|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|01:30|415|1 STOP|NO INFO|5883|12|6|4
JET AIRWAYS|2019-06-06|BANGLORE|NEW DELHI|BLR ? DEL|19|22:50|180|NON-STOP|NO INFO|8016|6|6|3
SPICEJET|2019-05-18|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO INFO|4174|5|18|5
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|22:30|925|1 STOP|NO INFO|10696|3|6|2
VISTARA|2019-12-06|BANGLORE|NEW DELHI|BLR ? DEL|17|19:35|155|NON-STOP|NO INFO|4878|12|6|4
SPICEJET|2019-01-04|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO INFO|3971|1|4|4
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|01:30|390|1 STOP|NO INFO|7198|3|6|2
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|22:05|1540|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9314|6|5|2
SPICEJET|2019-01-05|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO INFO|4423|1|5|5
SPICEJET|2019-06-04|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|6|4|1
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:15|510|1 STOP|NO INFO|7154|3|27|2
AIR INDIA|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:15|735|1 STOP|NO INFO|9929|6|15|5
MULTIPLE CARRIERS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|19:15|455|1 STOP|NO INFO|8266|9|5|3
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|630|1 STOP|NO INFO|10877|12|6|4
INDIGO|2019-06-24|KOLKATA|BANGLORE|CCU ? BLR|15|17:45|150|NON-STOP|NO INFO|4804|6|24|0
MULTIPLE CARRIERS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|21:00|570|1 STOP|NO INFO|13587|6|15|5
INDIGO|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|4|13:20|515|1 STOP|NO INFO|13611|6|3|0
INDIGO|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|01:30|975|1 STOP|NO INFO|6628|6|6|3
INDIGO|2019-12-06|NEW DELHI|COCHIN|DEL ? COK|14|17:40|195|NON-STOP|NO INFO|5601|12|6|4
SPICEJET|2019-04-15|NEW DELHI|COCHIN|DEL ? MAA ? COK|6|11:20|315|1 STOP|NO INFO|5583|4|15|0
INDIGO|2019-05-21|BANGLORE|NEW DELHI|BLR ? DEL|10|13:00|170|NON-STOP|NO INFO|3943|5|21|1
INDIGO|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|4|06:50|170|NON-STOP|NO INFO|4777|3|24|6
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|12:00|960|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|12|5|3
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|04:25|1375|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|10368|1|6|6
INDIGO|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|01:30|415|1 STOP|NO INFO|5883|6|15|5
INDIGO|2019-04-27|KOLKATA|BANGLORE|CCU ? BLR|11|14:05|155|NON-STOP|NO INFO|4804|4|27|5
VISTARA|2019-03-03|BANGLORE|NEW DELHI|BLR ? DEL|16|18:35|155|NON-STOP|NO INFO|13383|3|3|6
MULTIPLE CARRIERS|2019-01-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|13|22:30|555|1 STOP|NO INFO|9646|1|6|6
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|19:10|1570|1 STOP|NO INFO|11467|1|5|5
AIR ASIA|2019-12-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|22|10:40|720|1 STOP|NO INFO|5192|12|5|3
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? NAG ? BOM ? COK|6|04:25|1300|2 STOPS|NO INFO|13376|12|6|4
AIR ASIA|2019-03-03|BANGLORE|NEW DELHI|BLR ? DEL|23|02:10|165|NON-STOP|NO INFO|6477|3|3|6
MULTIPLE CARRIERS|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|21:00|720|1 STOP|NO INFO|13727|5|18|5
VISTARA|2019-05-18|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|20:20|1640|1 STOP|NO INFO|9555|5|18|5
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|19|19:00|1430|2 STOPS|NO INFO|12819|6|24|0
VISTARA|2019-06-03|MUMBAI|HYDERABAD|BOM ? DEL ? HYD|10|22:55|750|1 STOP|NO INFO|12395|6|3|0
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|04:25|550|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|15|5
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|20:45|740|1 STOP|NO INFO|14781|5|21|1
JET AIRWAYS|2019-12-05|MUMBAI|HYDERABAD|BOM ? HYD|10|11:50|90|NON-STOP|NO INFO|5678|12|5|3
SPICEJET|2019-05-15|KOLKATA|BANGLORE|CCU ? IXB ? BLR|15|21:25|330|1 STOP|NO INFO|7804|5|15|2
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|15|19:00|1680|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|27|3
JET AIRWAYS|2019-05-18|BANGLORE|NEW DELHI|BLR ? DEL|19|22:50|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5198|5|18|5
INDIGO|2019-03-05|MUMBAI|HYDERABAD|BOM ? HYD|6|07:55|90|NON-STOP|NO INFO|4049|3|5|1
AIR ASIA|2019-06-15|BANGLORE|NEW DELHI|BLR ? DEL|11|13:55|165|NON-STOP|NO INFO|3383|6|15|5
AIR INDIA|2019-05-27|NEW DELHI|COCHIN|DEL ? BLR ? COK|17|23:00|320|1 STOP|NO INFO|7174|5|27|0
AIR INDIA|2019-05-15|NEW DELHI|COCHIN|DEL ? BLR ? COK|20|23:00|1590|1 STOP|NO INFO|8907|5|15|2
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|9|12:35|1615|2 STOPS|NO INFO|13014|1|6|6
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|08:15|665|1 STOP|NO INFO|13584|6|5|2
AIR ASIA|2019-05-15|KOLKATA|BANGLORE|CCU ? BLR|22|01:20|150|NON-STOP|NO INFO|4107|5|15|2
JET AIRWAYS|2019-03-15|MUMBAI|HYDERABAD|BOM ? HYD|2|04:25|90|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|2071|3|15|4
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|20|04:25|450|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
AIR INDIA|2019-12-03|BANGLORE|NEW DELHI|BLR ? BOM ? IXC ? DEL|8|13:55|1745|2 STOPS|NO INFO|13303|12|3|1
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|10:05|1055|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8529|12|6|4
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|19:50|1495|1 STOP|NO INFO|14571|6|6|3
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|04:25|1760|2 STOPS|NO INFO|15129|5|27|0
JET AIRWAYS|2019-09-06|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|180|NON-STOP|NO INFO|8016|9|6|4
INDIGO|2019-06-06|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|6|6|3
AIR INDIA|2019-09-03|BANGLORE|NEW DELHI|BLR ? HYD ? DEL|6|12:15|325|1 STOP|NO INFO|5118|9|3|1
JET AIRWAYS|2019-05-18|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|08:15|1430|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|5|18|5
AIR INDIA|2019-09-06|KOLKATA|BANGLORE|CCU ? IXR ? DEL ? BLR|5|12:30|1840|2 STOPS|NO INFO|12723|9|6|4
GOAIR|2019-12-05|BANGLORE|NEW DELHI|BLR ? DEL|20|23:40|165|NON-STOP|NO INFO|3419|12|5|3
JET AIRWAYS|2019-12-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|22|10:45|710|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11087|12|3|1
INDIGO|2019-12-04|KOLKATA|BANGLORE|CCU ? BLR|22|00:50|155|NON-STOP|NO INFO|4174|12|4|2
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|04:25|1225|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|9|6|4
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|9|12:35|1620|2 STOPS|NO INFO|12609|6|15|5
VISTARA|2019-03-06|BANGLORE|NEW DELHI|BLR ? DEL|7|09:40|160|NON-STOP|NO INFO|4668|3|6|2
SPICEJET|2019-05-24|MUMBAI|HYDERABAD|BOM ? HYD|22|00:15|90|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|1965|5|24|4
INDIGO|2019-01-06|MUMBAI|HYDERABAD|BOM ? HYD|6|07:55|90|NON-STOP|NO INFO|4049|1|6|6
AIR INDIA|2019-12-04|KOLKATA|BANGLORE|CCU ? BLR|14|16:45|150|NON-STOP|NO INFO|5195|12|4|2
INDIGO|2019-05-18|KOLKATA|BANGLORE|CCU ? BLR|20|22:55|155|NON-STOP|NO INFO|4804|5|18|5
INDIGO|2019-03-03|BANGLORE|NEW DELHI|BLR ? DEL|13|15:50|170|NON-STOP|NO INFO|7648|3|3|6
INDIGO|2019-03-05|CHENNAI|KOLKATA|MAA ? CCU|7|10:15|140|NON-STOP|NO INFO|3850|3|5|1
AIR INDIA|2019-04-15|BANGLORE|NEW DELHI|BLR ? DEL|10|12:45|165|NON-STOP|NO INFO|6121|4|15|0
INDIGO|2019-06-18|CHENNAI|KOLKATA|MAA ? CCU|5|07:40|145|NON-STOP|NO INFO|3540|6|18|1
JET AIRWAYS|2019-03-15|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|5|11:25|340|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9134|3|15|4
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|22:35|1660|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|6|6|3
INDIGO|2019-03-06|CHENNAI|KOLKATA|MAA ? CCU|22|00:25|140|NON-STOP|NO INFO|5277|3|6|2
INDIGO|2019-06-04|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|21:00|300|1 STOP|NO INFO|5073|6|4|1
SPICEJET|2019-06-24|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|6|24|0
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:00|690|1 STOP|NO INFO|10877|3|6|2
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|19:45|1575|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|5406|3|27|2
JET AIRWAYS|2019-09-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|09:45|1005|1 STOP|NO INFO|14151|9|6|4
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BDQ ? BOM ? COK|18|12:35|1090|2 STOPS|NO INFO|14237|3|6|2
INDIGO|2019-06-24|MUMBAI|HYDERABAD|BOM ? HYD|1|03:10|90|NON-STOP|NO INFO|2754|6|24|0
AIR INDIA|2019-05-18|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|20:25|805|1 STOP|NO INFO|11306|5|18|5
AIR ASIA|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|22|10:40|720|1 STOP|NO INFO|5192|1|5|5
VISTARA|2019-12-06|CHENNAI|KOLKATA|MAA ? CCU|7|09:20|135|NON-STOP|NO INFO|3687|12|6|4
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|3|19:00|910|1 STOP|NO INFO|12192|3|6|2
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|19:00|360|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|27|0
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1395|1 STOP|NO INFO|14924|9|6|4
SPICEJET|2019-05-24|KOLKATA|BANGLORE|CCU ? KNU ? BLR|11|18:50|435|1 STOP|NO INFO|8479|5|24|4
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|01:30|690|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|6943|5|27|0
MULTIPLE CARRIERS|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:15|755|1 STOP|NO INFO|7354|6|27|3
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:00|600|1 STOP|NO INFO|12192|6|6|3
INDIGO|2019-03-05|BANGLORE|NEW DELHI|BLR ? DEL|21|00:15|180|NON-STOP|NO INFO|3943|3|5|1
JET AIRWAYS|2019-06-05|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|19|19:00|1430|2 STOPS|NO INFO|15129|6|5|2
VISTARA|2019-09-04|BANGLORE|NEW DELHI|BLR ? DEL|7|09:40|160|NON-STOP|NO INFO|5403|9|4|2
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? LKO ? BOM ? COK|9|04:25|1140|2 STOPS|NO INFO|13882|6|27|3
JET AIRWAYS|2019-03-21|MUMBAI|HYDERABAD|BOM ? HYD|19|21:05|90|NON-STOP|NO INFO|5678|3|21|3
VISTARA|2019-04-27|BANGLORE|NEW DELHI|BLR ? DEL|11|14:20|170|NON-STOP|NO INFO|5403|4|27|5
VISTARA|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|21|23:50|170|NON-STOP|NO INFO|4878|6|27|3
INDIGO|2019-03-27|NEW DELHI|COCHIN|DEL ? HYD ? MAA ? COK|6|21:20|880|2 STOPS|NO INFO|6494|3|27|2
INDIGO|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|1|04:15|165|NON-STOP|NO INFO|4777|3|24|6
AIR INDIA|2019-06-06|MUMBAI|HYDERABAD|BOM ? HYD|13|15:25|90|NON-STOP|NO INFO|3625|6|6|3
AIR INDIA|2019-01-04|KOLKATA|BANGLORE|CCU ? BBI ? BOM ? BLR|12|18:30|1830|2 STOPS|NO INFO|9258|1|4|4
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|19:00|360|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|6|3
AIR INDIA|2019-01-03|BANGLORE|NEW DELHI|BLR ? CCU ? BBI ? HYD ? VGA ? DEL|5|11:20|1770|4 STOPS|CHANGE AIRPORTS|17686|1|3|3
INDIGO|2019-03-04|KOLKATA|BANGLORE|CCU ? BLR|15|17:45|150|NON-STOP|NO INFO|4174|3|4|0
MULTIPLE CARRIERS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|01:30|910|1 STOP|NO INFO|7485|5|21|1
AIR INDIA|2019-05-18|KOLKATA|BANGLORE|CCU ? JAI ? BOM ? BLR|8|11:10|1610|2 STOPS|NO INFO|11222|5|18|5
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|21:05|1685|1 STOP|NO INFO|12121|1|5|5
AIR INDIA|2019-05-21|KOLKATA|BANGLORE|CCU ? JAI ? BOM ? BLR|8|18:30|610|2 STOPS|NO INFO|10697|5|21|1
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|19:00|450|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
SPICEJET|2019-05-21|KOLKATA|BANGLORE|CCU ? PNQ ? BLR|8|17:15|520|1 STOP|NO INFO|6381|5|21|1
JET AIRWAYS|2019-06-03|NEW DELHI|COCHIN|DEL ? UDR ? BOM ? COK|17|04:25|2070|2 STOPS|NO INFO|17072|6|3|0
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|9|12:35|1615|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|10368|9|6|4
INDIGO|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|18|21:20|175|NON-STOP|NO INFO|4823|5|24|4
AIR INDIA|2019-03-03|NEW DELHI|COCHIN|DEL ? BLR ? COK|9|23:00|795|1 STOP|NO INFO|27282|3|3|6
INDIGO|2019-12-06|MUMBAI|HYDERABAD|BOM ? HYD|20|21:40|95|NON-STOP|NO INFO|2227|12|6|4
INDIGO|2019-09-03|BANGLORE|NEW DELHI|BLR ? DEL|0|03:25|165|NON-STOP|NO INFO|4545|9|3|1
INDIGO|2019-03-21|KOLKATA|BANGLORE|CCU ? BLR|17|19:55|160|NON-STOP|NO INFO|4148|3|21|3
INDIGO|2019-12-03|KOLKATA|BANGLORE|CCU ? BLR|15|17:45|155|NON-STOP|NO INFO|4148|12|3|1
AIR INDIA|2019-03-21|BANGLORE|NEW DELHI|BLR ? HYD ? VGA ? DEL|8|11:20|1625|2 STOPS|NO INFO|7642|3|21|3
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|12:35|1235|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|3|6|2
JET AIRWAYS|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4030|5|24|4
INDIGO|2019-06-27|NEW DELHI|COCHIN|DEL ? COK|14|17:40|195|NON-STOP|NO INFO|5000|6|27|3
SPICEJET|2019-09-06|NEW DELHI|COCHIN|DEL ? PNQ ? COK|8|13:15|270|1 STOP|NO INFO|5264|9|6|4
JET AIRWAYS|2019-01-06|BANGLORE|NEW DELHI|BLR ? DEL|18|22:00|185|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|7229|1|6|6
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|660|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10577|3|6|2
AIR INDIA|2019-05-24|KOLKATA|BANGLORE|CCU ? IXR ? DEL ? BLR|5|08:55|1625|2 STOPS|NO INFO|12723|5|24|4
